"2","1","0","1000","1200","100","2","-0.04312275983132771"
"2","1","1","1000","1200","100","2","-0.04312275983132771"
"2","1","2","997.8","1200","101.0","2","-0.04312275983132771"
"2","1","3","1000","1200","100","2","-0.04312275983132771"
"2","1","4","1000","1200","100","2","-0.04312275983132771"
"2","1","5","1000","1200","100","2","-0.04312275983132771"
"2","1","6","1000","1200","100","2","-0.04312275983132771"
"2","1","7","1002.2","1200","99.0","2","-0.04312275983132771"
"2","1","8","1000","1200","100","2","-0.04312275983132771"
"2","1","9","1000","1200","100","2","-0.04312275983132771"
"2","2","0","1000","1220.0","100","2.2","-0.04312275983132771"
"2","2","1","1099.0","1220.0","50.0","2.2","-0.04312275983132771"
"2","2","2","997.8","1220.0","101.0","2.2","-0.04312275983132771"
"2","2","3","901.0","1220.0","150.0","2.2","-0.04312275983132771"
"2","2","4","1000","1220.0","100","2.2","-0.04312275983132771"
"2","2","5","1000","1220.0","100","2.2","-0.04312275983132771"
"2","2","6","1000","1220.0","100","2.2","-0.04312275983132771"
"2","2","7","1002.2","1220.0","99.0","2.2","-0.04312275983132771"
"2","2","8","1000","1220.0","100","2.2","-0.04312275983132771"
"2","2","9","1000","1220.0","100","2.2","-0.04312275983132771"
"2","3","0","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","3","1","1099.0","1198.0","50.0","1.9800000000000002","-0.04312275983132771"
"2","3","2","997.8","1197.78","101.0","1.9800000000000002","-0.04312275983132771"
"2","3","3","901.0","1198.0","150.0","1.9800000000000002","-0.04312275983132771"
"2","3","4","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","3","5","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","3","6","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","3","7","1002.2","1198.22","99.0","1.9800000000000002","-0.04312275983132771"
"2","3","8","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","3","9","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","0","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","1","1099.0","1198.0","50.0","1.9800000000000002","-0.04312275983132771"
"2","4","2","997.8","1197.78","101.0","1.9800000000000002","-0.04312275983132771"
"2","4","3","901.0","1198.0","150.0","1.9800000000000002","-0.04312275983132771"
"2","4","4","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","5","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","6","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","7","1002.2","1198.22","99.0","1.9800000000000002","-0.04312275983132771"
"2","4","8","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","4","9","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","0","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","1","1099.0","1198.0","50.0","1.9800000000000002","-0.04312275983132771"
"2","5","2","997.8","1197.78","101.0","1.9800000000000002","-0.04312275983132771"
"2","5","3","901.0","1198.0","150.0","1.9800000000000002","-0.04312275983132771"
"2","5","4","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","5","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","6","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","7","1002.2","1198.22","99.0","1.9800000000000002","-0.04312275983132771"
"2","5","8","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","5","9","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
"2","6","0","1000","1198.0","100","1.9800000000000002","-0.04312275983132771"
